graal_1/00800.jpg,boat,4,0.589627,526.000000,307.000000,690.000000,416.000000
graal_1/00801.jpg,boat,4,0.602183,524.000000,306.000000,681.000000,413.000000
graal_1/00802.jpg,boat,4,0.583291,530.000000,306.000000,685.000000,413.000000
graal_1/00803.jpg,boat,4,0.615155,531.000000,304.000000,687.000000,412.000000
graal_1/00804.jpg,boat,4,0.576703,529.000000,307.000000,686.000000,413.000000
graal_1/00805.jpg,boat,4,0.501417,495.000000,277.000000,717.000000,420.000000
graal_1/00806.jpg,boat,4,0.524851,534.000000,303.000000,683.000000,414.000000
graal_1/00807.jpg,boat,4,0.558181,533.000000,306.000000,684.000000,415.000000
graal_1/00808.jpg,boat,4,0.533161,532.000000,310.000000,686.000000,417.000000
graal_1/00809.jpg,boat,4,0.574130,536.000000,309.000000,682.000000,416.000000
graal_1/00810.jpg,boat,4,0.578931,537.000000,310.000000,683.000000,417.000000
graal_1/00811.jpg,boat,4,0.541071,516.000000,315.000000,713.000000,421.000000
graal_1/00812.jpg,boat,4,0.534295,513.000000,316.000000,719.000000,424.000000
graal_1/00813.jpg,boat,4,0.508924,536.000000,319.000000,690.000000,423.000000
graal_1/00817.jpg,boat,4,0.520350,521.000000,324.000000,720.000000,422.000000
graal_1/00818.jpg,boat,4,0.530634,529.000000,327.000000,691.000000,423.000000
graal_1/00819.jpg,boat,4,0.529822,521.000000,323.000000,712.000000,425.000000
graal_1/00820.jpg,boat,4,0.574224,520.000000,323.000000,716.000000,429.000000
graal_1/00821.jpg,boat,4,0.585359,536.000000,327.000000,688.000000,432.000000
graal_1/00822.jpg,boat,4,0.619100,529.000000,332.000000,685.000000,434.000000
graal_1/00823.jpg,boat,4,0.592208,531.000000,328.000000,689.000000,436.000000
graal_1/00827.jpg,boat,4,0.638443,527.000000,327.000000,691.000000,435.000000
graal_1/00828.jpg,boat,4,0.571607,524.000000,325.000000,691.000000,435.000000
graal_1/00829.jpg,boat,4,0.668841,519.000000,327.000000,685.000000,436.000000
graal_1/00831.jpg,boat,4,0.511283,518.000000,328.000000,694.000000,433.000000
graal_1/00832.jpg,boat,4,0.536066,515.000000,326.000000,682.000000,432.000000
graal_1/00833.jpg,boat,4,0.559039,512.000000,327.000000,674.000000,431.000000
graal_1/00834.jpg,boat,4,0.550059,505.000000,325.000000,685.000000,426.000000
graal_1/00836.jpg,boat,4,0.528989,511.000000,330.000000,654.000000,424.000000
graal_1/00837.jpg,boat,4,0.544993,495.000000,326.000000,680.000000,422.000000
graal_1/00838.jpg,boat,4,0.555292,501.000000,293.000000,699.000000,429.000000
graal_1/00840.jpg,boat,4,0.565031,498.000000,318.000000,660.000000,422.000000
graal_1/00841.jpg,boat,4,0.556881,491.000000,313.000000,661.000000,421.000000
graal_1/00842.jpg,boat,4,0.520073,490.000000,310.000000,673.000000,419.000000
graal_1/00843.jpg,boat,4,0.653415,490.000000,311.000000,649.000000,418.000000
graal_1/00844.jpg,boat,4,0.650652,486.000000,307.000000,655.000000,414.000000
graal_1/00845.jpg,boat,4,0.515341,488.000000,312.000000,657.000000,414.000000
graal_1/00846.jpg,boat,4,0.754076,475.000000,278.000000,690.000000,413.000000
graal_1/00847.jpg,boat,4,0.651189,480.000000,310.000000,665.000000,412.000000
graal_1/00848.jpg,boat,4,0.617209,479.000000,306.000000,652.000000,411.000000
graal_1/00849.jpg,boat,4,0.571739,477.000000,305.000000,658.000000,407.000000
graal_1/00850.jpg,boat,4,0.582928,476.000000,307.000000,654.000000,408.000000
graal_1/00851.jpg,boat,4,0.664508,483.000000,305.000000,617.000000,409.000000
graal_1/00852.jpg,boat,4,0.643751,484.000000,305.000000,620.000000,409.000000
graal_1/00853.jpg,boat,4,0.534015,487.000000,310.000000,626.000000,408.000000
graal_1/00855.jpg,boat,4,0.527992,458.000000,291.000000,665.000000,413.000000
graal_1/00856.jpg,boat,4,0.576319,455.000000,284.000000,664.000000,414.000000
graal_1/00857.jpg,boat,4,0.556930,453.000000,286.000000,658.000000,419.000000
graal_1/00858.jpg,boat,4,0.555352,481.000000,309.000000,635.000000,418.000000
graal_1/00859.jpg,boat,4,0.509380,480.000000,312.000000,636.000000,423.000000
graal_1/00861.jpg,boat,4,0.542100,476.000000,317.000000,623.000000,427.000000
graal_1/00866.jpg,boat,4,0.506501,471.000000,329.000000,631.000000,423.000000
graal_1/00867.jpg,boat,4,0.528756,473.000000,327.000000,633.000000,426.000000
graal_1/00868.jpg,boat,4,0.568551,470.000000,331.000000,629.000000,427.000000
graal_1/00869.jpg,boat,4,0.533661,473.000000,331.000000,634.000000,426.000000
graal_1/00870.jpg,boat,4,0.593614,473.000000,330.000000,629.000000,427.000000
graal_1/00871.jpg,boat,4,0.584976,472.000000,330.000000,630.000000,427.000000
graal_1/00872.jpg,boat,4,0.587262,472.000000,330.000000,636.000000,426.000000
graal_1/00873.jpg,boat,4,0.556766,473.000000,328.000000,631.000000,426.000000
graal_1/00874.jpg,boat,4,0.523317,473.000000,326.000000,634.000000,425.000000
graal_1/00880.jpg,boat,4,0.554221,-45.000000,358.000000,314.000000,435.000000
graal_1/00880.jpg,boat,4,0.500680,479.000000,316.000000,629.000000,426.000000
graal_1/00882.jpg,boat,4,0.618428,-42.000000,358.000000,311.000000,432.000000
graal_1/00883.jpg,boat,4,0.524492,-36.000000,353.000000,321.000000,432.000000
graal_1/00884.jpg,boat,4,0.697145,-36.000000,350.000000,322.000000,430.000000
graal_1/00884.jpg,boat,4,0.533346,484.000000,311.000000,627.000000,422.000000
graal_1/00885.jpg,boat,4,0.554325,469.000000,314.000000,659.000000,424.000000
graal_1/00885.jpg,boat,4,0.510562,-33.000000,348.000000,321.000000,427.000000
graal_1/00886.jpg,boat,4,0.570647,471.000000,312.000000,662.000000,424.000000
graal_1/00887.jpg,boat,4,0.513467,468.000000,315.000000,669.000000,423.000000
